TERM,COURSE,ENRL,MEDIAN
16S,GOVT-010-03,23,A-
16S,GOVT-018-01,39,B+
16S,GOVT-052-01,41,B+
16S,GOVT-07.03-01,16,A-
16S,GOVT-093-90,13,A
16S,GOVT-094-90,13,A
16S,GOVT-095-90,13,A
16S,GOVT-20.07-01,30,B+
16S,GOVT-30.04-01,33,B+
16S,GOVT-30.07-01,24,B+
16S,GOVT-40.02-01,18,A-
16S,GOVT-50.05-01,30,B+
16S,GOVT-50.06-01,36,B+
16S,GOVT-60.03-01,40,A-
16S,GOVT-60.04-01,35,B+
16S,GOVT-66.03-01,13,B+
16S,GOVT-81.09-01,14,B
16S,GOVT-83.07-01,17,A-
16S,GOVT-83.21-01,15,A-
16S,GOVT-84.01-01,11,B
16S,GOVT-84.30-01,17,A-
16S,GOVT-85.08-01,16,A-
16S,GOVT-85.24-01,12,B+
16S,GOVT-86.07-01,18,A-
16S,GOVT-86.27-01,16,A-
16S,HIST-008-01,12,A-
16S,HIST-015-01,53,B+
16S,HIST-026-01,28,B+
16S,HIST-026-02,26,A-/B+
16S,HIST-04.01-01,41,B+
16S,HIST-05.02-01,20,A-
16S,HIST-050-01,21,B+
16S,HIST-065-01,23,B+
16S,HIST-07.22-01,16,B+
16S,HIST-071-01,33,B
16S,HIST-072-01,11,A-
16S,HIST-078-01,15,A-
16S,HIST-08.04-01,10,A
16S,HIST-09.01-01,18,A-
16S,HIST-099-01,12,A
16S,HIST-25.03-01,32,B+/B
16S,HIST-43.03-01,14,A-
16S,HIST-63.02-01,12,B+
16S,HIST-96.14-01,10,B+
16S,HIST-96.26-01,11,A-
16S,HIST-96.28-01,12,A-
16S,INTS-015-01,27,B+
16S,INTS-018-01,36,A-
16S,ITAL-002-02,12,A-
16S,ITAL-003-01,12,A-/B+
16S,ITAL-008-90,14,A
16S,ITAL-010-90,15,A
16S,ITAL-012-90,14,A
16S,ITAL-07.05-01,16,A-
16S,JAPN-010-01,46,A-
16S,LACS-07.04-01,16,A-
16S,LACS-30.09-01,19,A-
16S,LACS-30.10-01,20,B+
16S,LACS-80.02-01,17,A-
16S,LAT-003-01,13,A-
16S,LAT-003-02,15,B+
16S,LAT-028-01,10,A
16S,LATS-011-01,11,A
16S,LATS-040-01,29,B
16S,LATS-041-01,22,A
16S,LING-001-01,67,B+
16S,LING-017-01,31,A-
16S,LING-020-01,22,B+
16S,LING-024-01,17,A-
16S,LING-07.03-01,16,A-
16S,LING-80.05-01,11,A-
16S,MATH-004-01,15,A-
16S,MATH-008-01,40,B
16S,MATH-008-02,40,B
16S,MATH-010-01,31,B+
16S,MATH-010-02,31,B+
16S,MATH-013-01,61,B
16S,MATH-013-02,61,B
16S,MATH-017-01,11,A-
16S,MATH-020-01,22,A-
16S,MATH-022-01,99,B+
16S,MATH-022-02,99,B+
16S,MATH-022-03,99,B+
16S,MATH-022-04,99,B+
16S,MATH-023-01,36,A-
16S,MATH-023-02,36,A-
16S,MATH-024-01,19,B+
16S,MATH-027-01,15,A-
16S,MATH-038-01,12,A-
16S,MATH-043-01,26,B+/B
16S,MATH-046-01,21,B+
16S,MATH-060-01,14,A-
16S,MATH-07.03-01,31,A
16S,MATH-07.03-02,31,A
16S,MATH-070-01,10,A/A-
16S,MATH-075-01,13,A
16S,MUS-006-01,45,A
16S,MUS-013-01,15,A-
16S,MUS-034-01,14,A
16S,MUS-05.02-01,28,A
16S,MUS-051-01,36,A
16S,MUS-53.03-01,17,A
16S,MUS-54.03-01,12,A
16S,MUS-56.03-01,13,A
16S,MUS-57.03-01,12,A
16S,NAS-008-01,45,A-
16S,NAS-010-01,27,B+
16S,NAS-015-01,53,B+
16S,NAS-035-01,48,A-
16S,NAS-07.02-01,16,A-
16S,PBPL-026-01,39,B+
16S,PBPL-041-01,20,A-
16S,PBPL-042-01,35,B+
16S,PHIL-005-01,29,A-
16S,PHIL-005-02,29,A-
16S,PHIL-006-01,25,A-
16S,PHIL-01.05-01,22,B+
16S,PHIL-01.08-01,31,A-
16S,PHIL-01.08-02,23,A-
16S,PHIL-010-01,16,B+
16S,PHIL-026-01,29,A-
16S,PHIL-036-01,15,A
16S,PHIL-16.01-01,10,A-/B+
16S,PHIL-31.05-01,21,A-
16S,PHYS-001-01,10,B
16S,PHYS-002-01,18,A-/B+
16S,PHYS-004-01,77,B+
16S,PHYS-014-01,36,B
16S,PHYS-014-02,77,B+
16S,PHYS-019-01,10,A-
16S,PHYS-030-01,16,A/A-
16S,PHYS-031-01,10,A/A-
16S,PHYS-040-01,26,A-
16S,PHYS-07.02-01,16,A
16S,PHYS-076-01,15,A
16S,PSYC-001-01,52,B+
16S,PSYC-010-01,68,B+
16S,PSYC-011-01,13,B
16S,PSYC-021-01,44,B+
16S,PSYC-022-01,26,A
16S,PSYC-028-01,130,B+
16S,PSYC-044-01,40,A-
16S,PSYC-046-01,28,B
16S,PSYC-065-01,42,B+/B
16S,PSYC-07.02-01,16,B+
16S,PSYC-50.07-01,12,B+
16S,PSYC-51.03-01,11,A-
16S,PSYC-51.04-01,17,A-
16S,PSYC-53.03-01,26,B+
16S,PSYC-53.11-01,20,A-
16S,PSYC-54.03-01,26,A
16S,PSYC-85.04-01,10,A-/B+
16S,QSS-015-01,10,A
16S,QSS-018-01,39,B+
16S,QSS-30.03-01,15,A-
16S,QSS-30.06-01,12,A-
16S,REL-010-01,19,A-
16S,REL-018-01,49,A-
16S,REL-038-01,33,A
16S,REL-061-01,33,A-
16S,REL-069-01,30,B+
16S,REL-19.18-01,28,A-
16S,REL-32.01-01,15,A-
16S,REL-40.06-01,31,A-
16S,REL-49.01-01,11,A
16S,RUSS-003-01,13,A
16S,RUSS-013-01,69,A-
16S,RUSS-018-01,21,A
16S,RUSS-035-01,15,A
16S,SART-015-01,15,A
16S,SART-015-02,14,A
16S,SART-015-03,11,A
16S,SART-020-01,12,A
16S,SART-025-01,11,A-
16S,SART-029-01,12,A
16S,SART-065-01,12,A
16S,SART-17.07-01,12,A
16S,SOCY-001-01,48,A
16S,SOCY-010-01,35,A
16S,SOCY-011-01,23,A-
16S,SOCY-016-01,24,B+
16S,SOCY-026-01,29,B+
16S,SOCY-038-01,30,B
16S,SOCY-046-01,25,B+
16S,SOCY-048-01,29,B
16S,SOCY-056-01,22,A-
16S,SOCY-061-01,21,A-
16S,SOCY-07.01-01,16,B+/B
16S,SOCY-07.03-01,16,B+
16S,SOCY-091-01,17,B+
16S,SOCY-49.22-01,39,B+
16S,SPAN-001-01,49,A-
16S,SPAN-001-02,49,A-
16S,SPAN-001-03,49,A-
16S,SPAN-002-01,50,A-
16S,SPAN-002-02,50,A-
16S,SPAN-002-03,50,A-
16S,SPAN-002-04,50,A-
16S,SPAN-003-01,105,A-
16S,SPAN-003-02,105,A-
16S,SPAN-003-03,105,A-
16S,SPAN-003-04,105,A-
16S,SPAN-003-05,105,A-
16S,SPAN-003-06,105,A-
16S,SPAN-003-91,20,B+
16S,SPAN-005-91,20,A-
16S,SPAN-006-91,20,A-
16S,SPAN-009-01,23,A-
16S,SPAN-009-02,23,A-
16S,SPAN-020-01,20,A-
16S,SPAN-020-02,20,A-
16S,SPAN-023-90,21,A-
16S,SPAN-030-01,15,A-
16S,SPAN-033-90,21,A
16S,SPAN-035-90,21,A
16S,SPAN-45.01-01,28,A
16S,SPAN-45.01-02,28,A
16S,SPAN-50.01-01,16,A
16S,SPAN-73.06-01,15,A
16S,SPEE-025-01,12,A-/B+
16S,SPEE-026-01,18,A
16S,SPEE-037-01,10,A
16S,SPEE-20.01-01,12,A-
16S,SPEE-20.03-01,13,B+
16S,THEA-001-01,23,A
16S,THEA-017-01,15,A
16S,THEA-022-01,14,A-
16S,THEA-023-01,11,A
16S,THEA-024-01,25,A
16S,THEA-027-01,15,A
16S,THEA-030-01,11,A
16S,THEA-030-02,16,A-
16S,THEA-031-01,13,A
16S,THEA-048-01,11,A-
16S,THEA-050-01,12,A-
16S,THEA-07.01-01,16,A
16S,THEA-10.03-01,21,A
16S,THEA-10.04-01,15,A
16S,THEA-10.05-01,29,A
16S,THEA-10.23-01,11,A
16S,TUCK-003-01,123,A-
16S,TUCK-003-02,123,A-
16S,WGSS-016-01,27,A-
16S,WGSS-07.08-01,15,A-
16S,WGSS-07.13-01,16,A
16S,WGSS-33.01-01,25,B+
16S,WGSS-33.05-01,21,A-
16S,WGSS-34.04-01,22,A-
16S,WGSS-35.02-01,13,A
16S,WGSS-36.01-01,32,A
16S,WGSS-37.03-01,39,B+
16S,WGSS-40.02-01,25,A-
16S,WGSS-47.03-01,12,B+
16S,WGSS-65.06-01,15,A-
16S,WRIT-041-01,20,A-
16S,WRIT-043-01,24,A
16S,WRIT-07.01-01,14,A-
16S,WRIT-07.02-01,16,A-
16S,WRIT-07.03-01,16,A-
16S,WRIT-07.06-01,16,A
16S,WRIT-07.14-01,16,A-/B+
17S,AAAS-012-01,16,A/A-
17S,AAAS-013-01,17,B
17S,AAAS-023-01,29,B
17S,AAAS-031-01,21,A
17S,AAAS-040-01,10,A-
17S,AAAS-062-01,17,A-
17S,AAAS-07.02-01,16,A-
17S,AAAS-39.02-01,30,A
17S,AAAS-82.05-01,14,A
17S,AAAS-87.10-01,26,A-
17S,AMES-004-01,35,A-
17S,AMES-012-01,47,A
17S,AMES-013-01,49,A
17S,AMES-015-01,33,A-
17S,AMES-024-01,31,A
17S,AMES-07.02-01,16,A-
17S,AMES-21.03-01,21,A
17S,AMES-21.05-01,10,A-/B+
17S,AMES-21.12-01,10,A/A-
17S,AMES-40.04-01,33,A-
17S,AMES-41.13-01,18,A-
17S,ANTH-003-01,56,A
17S,ANTH-004-01,39,B+
17S,ANTH-005-01,41,B
17S,ANTH-014-01,27,A-
17S,ANTH-020-01,55,B
17S,ANTH-022-01,15,A
17S,ANTH-031-01,31,A
17S,ANTH-034-01,24,A
17S,ANTH-039-01,24,A-/B+
17S,ANTH-040-01,13,A
17S,ANTH-041-01,20,A-
17S,ANTH-062-01,34,A-
17S,ANTH-065-01,12,A/A-
17S,ANTH-076-01,10,A/A-
17S,ANTH-12.10-01,18,A-
17S,ANTH-12.22-01,14,A
17S,ANTH-50.05-01,10,A/A-
17S,ARAB-003-01,10,A
17S,ARAB-003-02,13,A
17S,ARAB-010-01,35,A-
17S,ARTH-010-90,11,A
17S,ARTH-011-90,11,A-
17S,ARTH-012-90,11,A-
17S,ARTH-050-01,36,A-
17S,ARTH-052-01,26,B+
17S,ARTH-059-01,27,B+
17S,ARTH-064-01,13,A-
17S,ARTH-07.10-01,16,A-
17S,ARTH-16.25-01,10,A/A-
17S,ARTH-17.16-01,24,A
17S,ASTR-001-01,120,B+
17S,ASTR-019-01,43,B+
17S,BIOL-012-01,78,B
17S,BIOL-016-01,37,B
17S,BIOL-033-01,26,A-
17S,BIOL-037-01,31,B+
17S,BIOL-049-01,37,B
17S,BIOL-063-01,16,A
17S,BIOL-066-01,27,A-
17S,BIOL-069-01,16,A-
17S,BIOL-07.02-01,16,A
17S,BIOL-11.08-01,18,B+
17S,CHEM-006-01,44,B
17S,CHEM-006-02,135,B
17S,CHEM-041-01,46,B+
17S,CHEM-051-01,43,B
17S,CHEM-058-01,14,A-/B+
17S,CHEM-076-01,10,A-
17S,CHIN-003-01,12,A-
17S,CHIN-003-02,15,A
17S,CHIN-010-01,47,A
17S,CHIN-63.06-01,21,A-
17S,CLST-002-01,24,A
17S,CLST-025-01,18,A-/B+
17S,CLST-030-90,11,A
17S,CLST-030-91,11,A-
17S,CLST-031-90,11,A
17S,CLST-07.06-01,15,A
17S,CLST-11.11-01,23,B+
17S,CLST-11.12-01,11,B
17S,CLST-12.02-01,22,A-
17S,COCO-006-01,11,A-
17S,COCO-018-01,28,A
17S,COCO-03.01-01,14,A
17S,COGS-001-01,38,B+
17S,COGS-026-01,34,A
17S,COLT-07.13-01,16,A
17S,COLT-10.16-01,11,A
17S,COLT-49.05-01,12,A-
17S,COLT-57.05-01,26,A-
17S,COLT-64.03-01,23,B+
17S,COLT-65.03-01,12,A-
17S,COSC-001-01,116,B
17S,COSC-010-01,77,B+
17S,COSC-024-01,16,B+
17S,COSC-027-01,12,A
17S,COSC-031-01,27,B
17S,COSC-050-01,65,A-
17S,COSC-051-01,36,A-
17S,COSC-052-01,54,A/A-
17S,COSC-056-01,53,A-
17S,COSC-060-01,18,A
17S,COSC-061-01,67,A-
17S,COSC-067-01,25,A-
17S,COSC-086-01,14,B+
17S,COSC-098-01,34,A
17S,EARS-001-01,38,B+
17S,EARS-003-01,127,B+
17S,EARS-019-01,43,B+
17S,EARS-035-01,17,A-
17S,EARS-038-01,21,A-
17S,ECON-001-01,72,B-
17S,ECON-001-02,72,B-
17S,ECON-001-03,71,B
17S,ECON-001-04,71,B
17S,ECON-010-01,48,B+/B
17S,ECON-010-02,48,B+/B
17S,ECON-015-01,20,A
17S,ECON-020-01,40,B+
17S,ECON-020-02,40,B+
17S,ECON-021-01,47,B+
17S,ECON-021-02,47,B+
17S,ECON-021-03,64,B+
17S,ECON-021-04,64,B+
17S,ECON-022-01,35,B+
17S,ECON-022-02,35,B+
17S,ECON-022-03,53,B+
17S,ECON-022-04,53,B+
17S,ECON-024-01,59,B+
17S,ECON-024-02,59,B+
17S,ECON-026-01,35,B+
17S,ECON-026-02,35,B+
17S,ECON-029-01,51,B+
17S,ECON-029-02,51,B+
17S,ECON-036-01,58,B+
17S,ECON-036-02,58,B+
17S,ECON-038-01,35,B+
17S,ECON-039-01,54,A-
17S,ECON-039-02,54,A-
17S,ECON-045-01,21,A-
17S,ECON-045-02,21,A-
17S,ECON-046-01,32,A-
17S,ECON-046-02,32,A-
17S,ECON-049-01,19,A-
17S,ECON-049-02,19,A-
17S,ECON-049-03,23,A-
17S,ECON-049-04,23,A-
17S,EDUC-001-01,50,B+
17S,EDUC-029-01,36,A-
17S,EDUC-057-01,35,B+
17S,EDUC-07.02-01,13,B
17S,ENGL-003-01,16,A-
17S,ENGL-006-01,17,A
17S,ENGL-015-01,16,A
17S,ENGL-022-01,14,A
17S,ENGL-032-01,48,B+
17S,ENGL-034-01,97,A-
17S,ENGL-037-01,50,A-
17S,ENGL-07.01-01,16,A
17S,ENGL-07.03-01,16,A-
17S,ENGL-07.11-01,15,A-
17S,ENGL-080-01,12,A-
17S,ENGL-082-01,11,A
17S,ENGL-52.03-01,14,A
17S,ENGL-54.03-01,27,B+
17S,ENGL-63.04-01,18,A-
17S,ENGL-63.06-01,25,A-
17S,ENGL-72.02-01,12,A-
17S,ENGL-73.17-01,11,A
17S,ENGL-74.02-01,10,A-
17S,ENGS-005-01,65,B
17S,ENGS-008-01,24,A-
17S,ENGS-012-01,32,A
17S,ENGS-020-01,43,B+
17S,ENGS-020-02,45,B+
17S,ENGS-021-01,62,A
17S,ENGS-022-01,49,B+
17S,ENGS-023-01,12,B
17S,ENGS-024-01,51,B+
17S,ENGS-025-01,43,B
17S,ENGS-026-01,19,B
17S,ENGS-030-01,17,A-
17S,ENGS-031-01,53,A-
17S,ENGS-044-01,20,A
17S,ENGS-056-01,26,B+
17S,ENGS-07.05-01,16,B+
17S,ENGS-07.06-01,15,A-
17S,ENGS-071-01,26,A-
17S,ENGS-088-01,14,A
17S,ENGS-128-01,17,A
17S,ENGS-146-01,12,A-
17S,ENGS-165-01,10,A-
17S,ENVS-012-01,45,B+
17S,ENVS-015-01,51,A-
17S,ENVS-019-01,19,A-
17S,ENVS-020-01,24,B+
17S,ENVS-030-01,27,A-
17S,ENVS-050-01,24,A
17S,ENVS-056-01,16,B+/B
17S,ENVS-061-01,17,A
17S,ENVS-07.04-01,15,A-
17S,ENVS-07.11-01,16,A-
17S,ENVS-079-01,17,A-
17S,ENVS-80.02-01,14,A
17S,FILM-023-01,25,A-
17S,FILM-034-01,11,A-
17S,FILM-037-01,12,A
17S,FILM-045-01,27,A-
17S,FILM-051-01,14,A
17S,FILM-07.16-01,15,A-
17S,FILM-42.08-01,33,A-
17S,FILM-44.01-01,11,B+
17S,FILM-47.07-01,26,A-
17S,FREN-002-01,11,A-
17S,FREN-002-02,10,B+
17S,FREN-003-01,18,A-
17S,FREN-003-02,13,A-
17S,FREN-003-03,21,A-
17S,FREN-008-01,16,A-
17S,FREN-022-01,13,B+
17S,FREN-45.04-01,13,A-
17S,GEOG-001-01,45,B+
17S,GEOG-002-01,24,B+
17S,GEOG-003-01,38,A
17S,GEOG-005-01,40,A
17S,GEOG-015-01,44,A-
17S,GEOG-019-01,22,A-
17S,GEOG-023-01,24,A-
17S,GEOG-028-01,22,B+/B
17S,GEOG-047-90,11,A
17S,GEOG-050-01,36,B+
17S,GEOG-056-01,15,A-
17S,GEOG-07.13-01,16,A-
17S,GEOG-081-90,11,A-
17S,GEOG-082-90,11,A
17S,GERM-002-01,10,A-
17S,GERM-003-01,15,A-
17S,GERM-10.03-01,11,A-
17S,GERM-82.04-01,10,A
17S,GOVT-004-01,38,A-
17S,GOVT-005-01,38,B+
17S,GOVT-005-02,40,B+
17S,GOVT-005-03,39,A-
17S,GOVT-006-01,37,B+
17S,GOVT-010-01,31,B+
17S,GOVT-010-02,33,B+
17S,GOVT-044-01,28,A-
17S,GOVT-052-01,28,B+
17S,GOVT-053-01,33,B+
17S,GOVT-07.03-01,15,A-
17S,GOVT-19.05-01,14,A-
17S,GOVT-20.01-01,30,B+
17S,GOVT-30.04-01,29,B+
17S,GOVT-30.10-01,29,A-
17S,GOVT-30.11-01,27,B+
17S,GOVT-40.02-01,18,A-
17S,GOVT-40.15-01,42,A-
17S,GOVT-40.15-02,25,A-
17S,GOVT-40.21-01,25,A-
17S,GOVT-50.05-01,30,B+
17S,GOVT-66.03-01,26,B+
17S,GOVT-83.04-01,15,A-
17S,GOVT-83.21-01,16,A-
17S,GOVT-84.13-01,13,A-
17S,GOVT-84.26-01,12,A-
17S,GOVT-84.34-01,12,A/A-
17S,GOVT-85.08-01,15,A-
17S,GOVT-85.21-01,11,A-
17S,GOVT-86.19-01,16,A-
17S,GOVT-86.33-01,17,A-
17S,HIST-008-01,21,A-
17S,HIST-015-01,27,B+
17S,HIST-016-01,16,A/A-
17S,HIST-017-01,17,B
17S,HIST-03.03-01,25,A-
17S,HIST-030-01,29,B
17S,HIST-034-01,26,B+
17S,HIST-047-01,17,A-
17S,HIST-050-01,16,B+
17S,HIST-061-01,11,A-
17S,HIST-07.01-01,15,B+
17S,HIST-07.02-01,15,A-
17S,HIST-07.26-01,13,A-
17S,HIST-07.27-01,15,A-
17S,HIST-078-01,10,A-/B+
17S,HIST-079-01,36,A-
17S,HIST-080-01,16,B+
17S,HIST-25.03-01,26,B
17S,HIST-33.01-01,24,A
17S,HIST-92.02-01,17,A-
17S,HIST-94.11-01,22,A-
17S,HIST-96.07-01,12,A-
17S,HIST-96.22-01,12,A-
17S,HIST-96.25-01,12,A/A-
17S,HIST-96.27-01,11,B+
17S,HIST-96.28-01,12,A
17S,HIST-96.30-01,13,B+
17S,INTS-018-01,24,B+
17S,INTS-17.04-01,26,A-
17S,ITAL-011-02,11,A-
17S,JAPN-003-01,11,A-
17S,JAPN-003-02,11,A-
17S,JAPN-010-01,49,A
17S,JAPN-61.06-01,26,A
17S,JWST-062-01,24,A-
17S,JWST-36.02-01,22,A-
17S,JWST-66.02-01,18,A-
17S,LACS-036-01,19,A-
17S,LACS-043-01,15,A
17S,LACS-054-01,17,A-
17S,LACS-30.12-01,18,A-
17S,LACS-50.08-01,42,A-
17S,LACS-50.08-02,25,A-
17S,LACS-50.13-01,16,B+
17S,LAT-003-01,17,A-
17S,LAT-003-02,18,A-
17S,LATS-037-01,15,A
17S,LATS-040-01,22,B+/B
17S,LATS-045-01,24,A
17S,LING-001-01,36,A-
17S,LING-001-02,37,A-
17S,LING-017-01,28,A/A-
17S,LING-021-01,26,B+
17S,LING-033-01,11,A-
17S,LING-07.01-01,13,A-
17S,MATH-008-01,36,B
17S,MATH-008-02,36,B
17S,MATH-010-01,20,A/A-
17S,MATH-013-01,56,B
17S,MATH-013-02,56,B
17S,MATH-020-01,28,A-
17S,MATH-022-01,99,B
17S,MATH-022-02,99,B
17S,MATH-022-03,99,B
17S,MATH-022-04,99,B
17S,MATH-023-01,38,A-/B+
17S,MATH-023-02,38,A-/B+
17S,MATH-024-01,21,A-
17S,MATH-027-01,21,A
17S,MATH-038-01,17,A-
17S,MATH-043-01,22,B+/B
17S,MATH-046-01,15,B+
17S,MATH-05.01-01,14,A-
17S,MATH-07.03-01,32,A
17S,MATH-07.03-02,32,A
17S,MUS-006-01,31,A
17S,MUS-032-01,10,A
17S,MUS-034-01,14,A/A-
17S,MUS-05.02-01,30,A
17S,MUS-051-01,38,A
17S,MUS-070-90,10,A
17S,MUS-071-90,10,A-
17S,MUS-087-90,10,A
17S,MUS-45.07-01,26,A-
17S,MUS-53.03-01,13,A
17S,MUS-54.03-01,10,A
17S,MUS-56.03-01,24,A
17S,NAS-008-01,43,A-
17S,NAS-010-01,39,B+
17S,NAS-015-01,27,B+
17S,NAS-019-01,19,A-
17S,NAS-035-01,48,B+
17S,NAS-30.14-01,22,A-
17S,NAS-80.01-01,13,A
17S,NAS-81.02-01,13,A-
17S,PBPL-026-01,42,B
17S,PBPL-041-01,19,A-
17S,PBPL-046-01,27,B+
17S,PHIL-004-01,28,A
17S,PHIL-005-01,30,A-
17S,PHIL-006-01,19,B+
17S,PHIL-008-01,37,A-
17S,PHIL-01.02-01,18,A
17S,PHIL-01.08-01,28,A
17S,PHIL-026-01,34,A
17S,PHIL-034-01,11,A
17S,PHIL-038-01,19,A
17S,PHIL-19.01-01,15,A-
17S,PHYS-002-01,21,B+
17S,PHYS-004-01,33,B+
17S,PHYS-014-01,109,B+
17S,PHYS-014-02,109,B+
17S,PHYS-030-01,17,A-
17S,PHYS-040-01,23,B
17S,PHYS-07.05-01,16,A
17S,PHYS-075-01,14,A-
17S,PHYS-076-01,11,A-
17S,PSYC-001-01,60,B
17S,PSYC-006-01,30,B+/B
17S,PSYC-010-01,59,A-
17S,PSYC-011-01,27,B+
17S,PSYC-022-01,61,A-
17S,PSYC-028-01,173,B+
17S,PSYC-046-01,37,B
17S,PSYC-065-01,24,B
17S,PSYC-07.02-01,15,B+
17S,PSYC-50.09-01,24,A-
17S,PSYC-52.04-01,14,A-
17S,PSYC-53.10-01,36,A
17S,PSYC-53.11-01,26,A-
17S,PSYC-54.03-01,21,A
17S,PSYC-83.05-01,17,A
17S,PSYC-85.04-01,14,A
17S,QSS-30.02-01,14,A-
17S,QSS-30.03-01,16,A-
17S,QSS-30.06-01,18,A-
17S,REL-01.02-01,32,A-/B+
17S,REL-011-01,17,A-
17S,REL-016-01,33,A-
17S,REL-023-01,24,A-
17S,REL-039-01,32,A
17S,REL-043-01,20,A/A-
17S,REL-064-01,25,A
17S,REL-19.14-01,22,A-
17S,REL-20.05-01,20,A
17S,REL-32.01-01,10,A-/B+
17S,REL-32.06-01,22,A-
17S,REL-32.07-01,17,B+
17S,REL-57.06-01,21,B+
17S,RUSS-003-01,12,A-/B+
17S,RUSS-010-01,36,A
17S,RUSS-014-01,20,A-
17S,RUSS-017-01,33,A
17S,RUSS-032-01,26,A
17S,RUSS-036-01,14,A
17S,SART-015-01,14,A-/B+
17S,SART-015-02,13,A
17S,SART-016-01,12,A-
17S,SART-020-01,12,A/A-
17S,SART-025-01,15,A-
17S,SART-027-01,13,A-
17S,SART-029-01,11,A
17S,SART-077-01,13,A
17S,SART-17.08-01,14,A
17S,SART-17.17-01,11,B+
17S,SOCY-001-01,49,A
17S,SOCY-010-01,28,B+
17S,SOCY-011-01,24,B+
17S,SOCY-021-01,35,A
17S,SOCY-026-01,24,B
17S,SOCY-034-01,27,A
17S,SOCY-038-01,16,A
17S,SOCY-047-01,15,A
17S,SOCY-048-01,22,B+/B
17S,SOCY-056-01,24,A-
17S,SOCY-07.02-01,16,A-/B+
17S,SOCY-07.03-01,15,B+
17S,SOCY-091-01,15,B+
17S,SOCY-49.17-01,11,A-
17S,SOCY-49.24-01,11,A-
17S,SPAN-001-01,55,A-
17S,SPAN-001-02,55,A-
17S,SPAN-001-03,55,A-
17S,SPAN-001-04,55,A-
17S,SPAN-002-01,47,A-
17S,SPAN-002-02,47,A-
17S,SPAN-002-03,47,A-
17S,SPAN-002-04,47,A-
17S,SPAN-003-01,70,A-
17S,SPAN-003-02,70,A-
17S,SPAN-003-03,70,A-
17S,SPAN-003-04,70,A-
17S,SPAN-003-05,70,A-
17S,SPAN-003-06,70,A-
17S,SPAN-003-91,15,A-
17S,SPAN-005-91,15,A
17S,SPAN-006-91,15,A-
17S,SPAN-009-01,38,A/A-
17S,SPAN-009-02,38,A/A-
17S,SPAN-020-01,35,A
17S,SPAN-020-02,35,A
17S,SPAN-023-90,17,A-
17S,SPAN-030-01,20,A-
17S,SPAN-033-90,17,A
17S,SPAN-035-90,17,A
17S,SPAN-40.06-01,16,A-
17S,SPAN-63.01-01,26,A-
17S,SPAN-80.12-01,18,A
17S,SPEE-030-01,12,A-
17S,SPEE-20.01-01,14,A-
17S,SPEE-20.02-01,11,A
17S,THEA-001-01,14,A
17S,THEA-017-01,12,A
17S,THEA-022-01,21,A
17S,THEA-024-01,31,A
17S,THEA-027-01,18,A
17S,THEA-030-01,16,A
17S,THEA-031-01,10,A
17S,THEA-036-01,18,A
17S,THEA-040-01,13,A-
17S,THEA-048-01,14,A
17S,THEA-07.01-01,16,A-
17S,THEA-07.01-02,16,A
17S,THEA-10.04-01,15,A
17S,THEA-10.05-01,24,A
17S,THEA-10.08-01,17,A
17S,TUCK-003-01,115,A-
17S,TUCK-003-02,115,A-
17S,WGSS-016-01,22,A-
17S,WGSS-07.14-01,15,A-
17S,WGSS-07.15-01,15,A
17S,WGSS-21.01-01,11,B
17S,WGSS-30.05-01,19,A-
17S,WGSS-31.04-01,30,B+
17S,WGSS-34.02-01,10,A-
17S,WGSS-34.04-01,24,A-
17S,WGSS-36.01-01,31,A
17S,WGSS-46.01-01,28,A
17S,WGSS-51.09-01,27,B+
17S,WGSS-52.04-01,18,A-
17S,WRIT-008-01,14,A-
17S,WRIT-041-01,19,A-
17S,WRIT-07.15-01,15,A
17S,WRIT-07.16-01,16,A-
17S,WRIT-07.17-01,16,A
17S,WRIT-07.18-01,16,A
18S,AAAS-035-01,18,A/A-
18S,AAAS-040-01,19,A-
18S,AAAS-050-01,26,B+
18S,AAAS-81.10-01,24,A/A-
18S,AAAS-83.06-01,11,A-
18S,AAAS-87.05-01,32,A-
18S,AAAS-87.12-01,18,A-/B+
18S,AAAS-88.08-01,35,A
18S,AAAS-88.20-01,18,A/A-
18S,AMEL-017-01,10,A/A-
18S,AMES-012-01,57,A
18S,AMES-013-01,50,A-
18S,AMES-017-01,22,A-
18S,AMES-026-01,18,A/A-
18S,AMES-030-01,28,A
18S,AMES-053-90,13,B+
18S,AMES-054-90,13,B+
18S,AMES-07.02-01,15,A-
18S,AMES-07.03-01,16,B+
18S,AMES-40.07-01,10,A/A-
18S,AMES-40.09-01,24,A
18S,AMES-41.16-01,16,A-
18S,AMES-41.18-01,13,A
18S,AMES-55.04-90,13,A-
18S,ANTH-003-01,61,A
18S,ANTH-014-01,35,B+
18S,ANTH-028-01,35,A
18S,ANTH-032-01,18,A/A-
18S,ANTH-040-01,14,A-
18S,ANTH-060-01,17,A
18S,ANTH-064-01,18,A
18S,ANTH-065-01,28,A-
18S,ANTH-072-01,16,A/A-
18S,ANTH-12.01-01,26,A
18S,ANTH-12.24-01,18,A-/B+
18S,ANTH-50.23-01,23,A
18S,ARAB-003-02,15,A
18S,ARAB-05.02-01,17,A-
18S,ARAB-06.02-01,16,A-
18S,ARTH-004-01,44,B+
18S,ARTH-07.02-01,16,A
18S,ARTH-10.01-01,21,A-
