Year,Term,Department,Course Number,Number of Sections,Enrollments,Mean Points
2016,16S,ANTH,31.0,1,32,12.0
2017,17S,ANTH,31.0,1,31,12.0
2018,18W,ANTH,31.0,1,29,12.0
2019,19S,ANTH,31.0,1,29,12.0
2020,20W,ANTH,31.0,1,31,12.0
2013,13S,ANTH,32.0,1,12,11.0
2014,14F,ANTH,32.0,1,21,11.0
2016,16W,ANTH,32.0,1,24,10.0
2017,17W,ANTH,32.0,1,31,10.0
2018,18S,ANTH,32.0,1,18,11.5
2019,19W,ANTH,32.0,1,15,11.0
2011,11W,ANTH,33.0,1,11,11.0
2013,13S,ANTH,33.0,1,11,11.0
2018,18W,ANTH,33.0,1,12,11.0
2019,19S,ANTH,33.0,1,32,12.0
2011,11S,ANTH,34.0,1,29,11.0
2013,13W,ANTH,34.0,1,11,11.0
2014,14W,ANTH,34.0,1,25,11.0
2017,17S,ANTH,34.0,1,24,12.0
2011,11S,ANTH,36.0,1,38,10.0
2012,12S,ANTH,36.0,1,24,11.0
2016,16W,ANTH,36.0,1,24,12.0
2016,16F,ANTH,36.0,1,57,12.0
2017,17F,ANTH,36.0,1,33,12.0
2018,18F,ANTH,36.0,1,34,12.0
2019,19F,ANTH,36.0,1,29,12.0
2011,11F,ANTH,37.0,1,25,10.0
2012,12F,ANTH,37.0,1,26,10.0
2015,15S,ANTH,37.0,1,14,10.0
2015,15F,ANTH,37.0,1,19,10.0
2016,16F,ANTH,37.0,1,14,10.5
2012,12S,ANTH,38.0,1,55,12.0
2014,14F,ANTH,38.0,1,19,12.0
2012,12W,ANTH,39.0,1,14,11.0
2017,17S,ANTH,39.0,1,24,10.5
2018,18F,ANTH,39.0,1,18,10.5
2012,12S,ANTH,40.0,1,14,12.0
2012,12F,ANTH,40.0,1,15,12.0
2014,14F,ANTH,40.0,1,16,11.0
2015,15F,ANTH,40.0,1,11,11.0
2017,17S,ANTH,40.0,1,13,12.0
2018,18S,ANTH,40.0,1,14,11.0
2019,19S,ANTH,40.0,1,14,12.0
2012,12F,ANTH,41.0,1,10,11.0
2013,13F,ANTH,41.0,1,11,12.0
2015,15S,ANTH,41.0,1,18,12.0
2016,16W,ANTH,41.0,1,19,11.0
2017,17S,ANTH,41.0,1,20,11.0
2017,17F,ANTH,41.0,1,34,12.0
2018,18F,ANTH,41.0,1,74,11.0
2012,12S,ANTH,42.0,1,24,9.0
2017,17X,ANTH,42.0,1,23,10.0
2018,18X,ANTH,42.0,1,19,10.0
2011,11W,ANTH,43.0,1,12,10.0
2012,12W,ANTH,43.0,1,15,9.0
2013,13W,ANTH,43.0,1,15,10.0
2016,16S,ANTH,43.0,1,15,12.0
2016,16F,ANTH,43.0,1,12,11.5
2018,18W,ANTH,43.0,1,18,11.0
2019,19W,ANTH,43.0,1,14,10.0
2020,20W,ANTH,43.0,1,14,11.0
2011,11W,ANTH,44.0,1,24,11.0
2018,18W,ANTH,44.0,1,12,12.0
2019,19S,ANTH,44.0,1,27,12.0
2020,20W,ANTH,44.0,1,17,12.0
2011,11S,ANTH,45.0,1,19,10.0
2015,15S,ANTH,45.0,1,18,11.0
2019,19S,ANTH,45.0,1,21,11.0
2011,11S,ANTH,47.0,1,27,10.0
2016,16X,ANTH,47.0,1,15,11.0
2011,11W,ANTH,48.0,1,10,11.0
2012,12S,ANTH,48.0,1,41,9.0
2013,13S,ANTH,48.0,1,26,9.5
2015,15S,ANTH,48.0,1,24,9.5
2016,16S,ANTH,48.0,1,28,11.0
2017,17W,ANTH,48.0,1,38,9.0
2018,18W,ANTH,48.0,1,20,10.0
2019,19W,ANTH,48.0,1,12,11.5
2011,11W,ANTH,49.0,1,20,9.0
2012,12S,ANTH,49.0,1,25,11.0
2014,14W,ANTH,49.0,1,11,10.0
2015,15W,ANTH,49.0,1,10,11.0
2019,19W,ANTH,49.0,1,13,12.0
2020,20W,ANTH,49.0,1,22,11.0
2012,12W,ANTH,50.0,1,19,12.0
2013,13S,ANTH,50.0,2,52,11.5
2013,13F,ANTH,50.0,1,12,11.0
2011,11W,ANTH,51.0,1,20,10.0
2012,12W,ANTH,51.0,1,20,11.0
2013,13W,ANTH,51.0,1,17,11.0
2014,14W,ANTH,51.0,1,19,10.0
2015,15W,ANTH,51.0,1,17,11.0
2016,16W,ANTH,51.0,1,20,10.5
2017,17W,ANTH,51.0,1,19,12.0
2018,18W,ANTH,51.0,1,20,11.0
2019,19W,ANTH,51.0,1,20,11.0
2020,20W,ANTH,51.0,1,20,11.0
2011,11W,ANTH,52.0,1,15,10.0
2012,12W,ANTH,52.0,1,15,12.0
2013,13W,ANTH,52.0,1,12,12.0
2014,14W,ANTH,52.0,1,14,11.0
2015,15W,ANTH,52.0,1,12,11.0
2016,16W,ANTH,52.0,1,15,12.0
2017,17W,ANTH,52.0,1,14,12.0
2018,18W,ANTH,52.0,1,14,12.0
2019,19W,ANTH,52.0,1,15,12.0
2013,13W,ANTH,53.0,1,11,11.0
2011,11W,ANTH,54.0,1,15,10.0
2012,12W,ANTH,54.0,1,15,12.0
2013,13W,ANTH,54.0,1,12,11.0
2014,14W,ANTH,54.0,1,13,11.0
2015,15W,ANTH,54.0,1,12,11.0
2016,16W,ANTH,54.0,1,15,11.0
2017,17W,ANTH,54.0,1,14,12.0
2018,18W,ANTH,54.0,1,14,12.0
2019,19W,ANTH,54.0,1,13,11.0
2011,11S,ANTH,55.0,1,38,11.0
2013,13X,ANTH,55.0,1,28,11.0
2015,15X,ANTH,55.0,1,27,10.0
2012,12S,ANTH,56.0,1,14,11.0
2013,13W,ANTH,56.0,1,10,11.5
2013,13W,ANTH,57.0,1,16,11.0
2017,17W,ANTH,57.0,1,13,11.0
2015,15F,ANTH,58.0,1,21,10.0
2018,18W,ANTH,58.0,1,24,11.0
2014,14W,ANTH,59.0,1,12,12.0
2015,15F,ANTH,60.0,1,16,10.0
2018,18S,ANTH,60.0,1,17,12.0
2020,20W,ANTH,60.0,1,26,11.0
2012,12S,ANTH,61.0,1,26,12.0
2014,14S,ANTH,61.0,1,37,12.0
2015,15S,ANTH,62.0,1,28,12.0
2016,16S,ANTH,62.0,1,27,11.0
2017,17S,ANTH,62.0,1,34,11.0
2017,17F,ANTH,62.0,1,34,12.0
2019,19S,ANTH,62.0,1,35,12.0
2020,20W,ANTH,62.0,1,32,12.0
2015,15W,ANTH,63.0,1,27,12.0
2015,15S,ANTH,64.0,1,21,12.0
2018,18S,ANTH,64.0,1,18,12.0
2019,19S,ANTH,64.0,1,21,12.0
2017,17S,ANTH,65.0,1,12,11.5
2018,18S,ANTH,65.0,1,28,11.0
2019,19S,ANTH,65.0,1,16,12.0
2017,17W,ANTH,66.0,1,12,11.0
2016,16W,ANTH,7.02,1,16,11.0
2017,17W,ANTH,7.02,1,16,10.5
2015,15W,ANTH,7.05,1,16,11.0
2018,18W,ANTH,7.05,1,16,11.0
2020,20W,ANTH,7.05,1,16,11.0
2019,19W,ANTH,7.06,1,16,12.0
2016,16F,ANTH,70.0,1,15,12.0
2018,18S,ANTH,72.0,1,16,11.5
2011,11W,ANTH,73.0,1,25,11.0
2011,11F,ANTH,73.0,1,15,11.0
2012,12F,ANTH,73.0,1,18,11.0
2013,13F,ANTH,73.0,1,16,11.0
2014,14F,ANTH,73.0,1,15,11.0
2015,15F,ANTH,73.0,1,18,11.0
2016,16F,ANTH,73.0,1,24,11.0
2018,18F,ANTH,73.0,1,16,11.0
2015,15S,ANTH,74.0,1,13,12.0
2012,12F,ANTH,75.0,1,16,10.5
2014,14W,ANTH,75.0,1,17,12.0
2015,15F,ANTH,75.0,1,12,11.0
2018,18F,ANTH,75.0,1,12,11.0
2019,19F,ANTH,75.0,1,12,11.0
2017,17S,ANTH,76.0,1,10,11.5
2019,19S,ANTH,76.0,1,20,12.0
2012,12W,ANTH,77.0,1,15,10.0
2013,13S,ANTH,77.0,1,12,12.0
2015,15S,ANTH,12.01,1,24,11.0
2016,16S,ANTH,12.01,1,26,12.0
2018,18W,ANTH,12.01,1,35,11.0
2018,18S,ANTH,12.01,1,26,12.0
2020,20W,ANTH,12.01,1,25,12.0
2014,14S,ANTH,12.02,1,11,12.0
2015,15F,ANTH,12.02,1,27,11.0
2015,15W,ANTH,12.03,1,23,12.0
2014,14S,ANTH,12.04,1,27,12.0
2015,15W,ANTH,12.04,1,31,12.0
2016,16S,ANTH,12.04,1,35,12.0
2017,17W,ANTH,12.04,1,30,12.0
2017,17S,ANTH,12.1,1,18,11.0
2015,15W,ANTH,12.11,1,10,10.5
2016,16W,ANTH,12.11,1,23,11.0
2019,19W,ANTH,12.12,1,14,12.0
2016,16F,ANTH,12.14,1,10,11.5
2017,17X,ANTH,12.14,1,16,11.0
2015,15F,ANTH,12.16,1,30,11.0
2016,16W,ANTH,12.17,1,15,11.0
2016,16W,ANTH,12.18,1,26,12.0
2017,17W,ANTH,12.18,1,36,11.0
2018,18F,ANTH,12.18,1,24,11.0
2017,17W,ANTH,12.19,1,16,12.0
2017,17S,ANTH,12.22,1,14,12.0
2017,17X,ANTH,12.23,1,15,11.0
2018,18S,ANTH,12.24,1,18,10.5
2019,19W,ANTH,12.26,1,22,11.0
2017,17F,ANTH,25.01,1,29,11.0
2016,16F,ANTH,50.03,1,10,11.5
2018,18F,ANTH,50.03,1,17,11.0
2014,14S,ANTH,50.05,1,14,12.0
2017,17S,ANTH,50.05,1,10,11.5
2018,18W,ANTH,50.05,1,25,11.0
2015,15S,ANTH,50.06,1,30,11.0
2014,14S,ANTH,50.07,1,10,11.0
2014,14F,ANTH,50.09,1,10,12.0
2018,18F,ANTH,50.09,1,24,11.5
2015,15W,ANTH,50.16,1,13,12.0
2017,17W,ANTH,50.17,1,25,11.0
2017,17F,ANTH,50.2,1,11,12.0
2017,17F,ANTH,50.21,1,18,11.5
2018,18X,ANTH,50.21,1,14,12.0
2019,19X,ANTH,50.21,1,17,12.0
2018,18X,ANTH,50.22,1,17,11.0
2019,19F,ANTH,50.22,1,14,12.0
2018,18S,ANTH,50.23,1,23,12.0
2019,19S,ANTH,50.23,1,21,12.0
2019,19S,ANTH,50.25,1,34,11.0
2019,19S,ANTH,50.27,1,20,12.0
2019,19S,ANTH,50.28,1,16,12.0
2019,19F,ANTH,50.3,1,11,11.0
2020,20W,ANTH,50.31,1,10,12.0
2020,20W,ANTH,50.32,1,18,11.0
2011,11F,ARAB,1.0,3,44,12.0
2012,12F,ARAB,1.0,2,22,12.0
2013,13F,ARAB,1.0,2,29,12.0
2014,14F,ARAB,1.0,3,38,11.5
2015,15F,ARAB,1.0,2,24,12.0
2016,16F,ARAB,1.0,2,34,12.0
2017,17F,ARAB,1.0,2,30,11.75
2018,18F,ARAB,1.0,2,31,12.0
2019,19F,ARAB,1.0,2,35,12.0
2011,11W,ARAB,2.0,2,25,11.5
2012,12W,ARAB,2.0,2,28,12.0
2013,13W,ARAB,2.0,2,20,12.0
2014,14W,ARAB,2.0,2,35,11.75
2015,15W,ARAB,2.0,2,31,12.0
2016,16W,ARAB,2.0,2,21,12.0
2017,17W,ARAB,2.0,1,17,12.0
2018,18W,ARAB,2.0,2,22,12.0
2019,19W,ARAB,2.0,2,31,12.0
2020,20W,ARAB,2.0,2,31,12.0
2011,11S,ARAB,3.0,2,24,11.5
2012,12S,ARAB,3.0,2,30,12.0
2013,13S,ARAB,3.0,2,20,12.0
2014,14S,ARAB,3.0,2,26,11.5
2015,15S,ARAB,3.0,2,31,11.5
2016,16S,ARAB,3.0,2,29,12.0
2017,17S,ARAB,3.0,2,23,12.0
2018,18S,ARAB,3.0,1,15,12.0
2019,19S,ARAB,3.0,2,30,12.0
2020,20W,ARAB,1.2,1,11,12.0
2011,11W,ARAB,10.0,1,47,11.0
2012,12W,ARAB,10.0,1,42,11.0
2013,13W,ARAB,10.0,1,27,11.0
2014,14S,ARAB,10.0,1,38,11.0
2015,15W,ARAB,10.0,1,49,11.0
2016,16S,ARAB,10.0,1,53,11.0
2017,17S,ARAB,10.0,1,35,11.0
2018,18W,ARAB,10.0,1,23,11.0
2015,15X,ARAB,11.0,1,20,11.0
2016,16X,ARAB,11.0,1,13,11.0
2017,17X,ARAB,11.0,1,13,11.0
2011,11F,ARAB,21.0,1,17,12.0
2012,12F,ARAB,21.0,1,18,12.0
2013,13F,ARAB,21.0,1,12,11.0
2014,14F,ARAB,21.0,1,13,11.0
2016,16F,ARAB,21.0,1,10,11.5
2011,11W,ARAB,22.0,1,11,11.0
2012,12W,ARAB,22.0,1,11,11.0
2013,13W,ARAB,22.0,1,11,12.0
2014,14W,ARAB,22.0,1,12,11.5
2015,15X,ARAB,22.0,1,15,12.0
2016,16X,ARAB,22.0,1,12,11.0
2017,17X,ARAB,22.0,1,13,12.0
2012,12S,ARAB,23.0,1,14,12.0
2014,14S,ARAB,23.0,1,10,12.0
2015,15X,ARAB,23.0,1,15,12.0
2016,16X,ARAB,23.0,1,12,11.0
2017,17X,ARAB,23.0,1,13,12.0
2015,15F,ARAB,31.0,1,14,12.0
2016,16F,ARAB,31.0,1,11,12.0
2017,17F,ARAB,31.0,1,10,11.5
2017,17F,ARAB,5.01,1,16,12.0
2018,18S,ARAB,5.02,1,17,11.0
2018,18W,ARAB,6.01,1,15,11.0
2018,18S,ARAB,6.02,1,16,11.0
2012,12S,ARAB,61.0,1,11,12.0
2014,14W,ARAB,61.0,1,11,12.0
2012,12W,ARAB,62.0,1,20,12.0
2013,13S,ARAB,62.0,1,27,12.0
2011,11S,ARAB,63.0,1,10,11.5
2011,11S,ARAB,81.0,1,12,12.0
2012,12W,ARAB,81.0,1,13,12.0
2013,13W,ARAB,81.0,1,11,12.0
2015,15W,ARAB,61.04,1,10,12.0
2015,15F,ARAB,62.02,1,17,12.0
2018,18W,ARAB,62.02,1,20,12.0
2011,11F,ARTH,1.0,1,30,10.5
2012,12F,ARTH,1.0,1,37,11.0
2013,13F,ARTH,1.0,1,40,10.0
2014,14F,ARTH,1.0,1,35,11.0
2015,15F,ARTH,1.0,1,47,10.0
2016,16F,ARTH,1.0,1,39,11.0
2017,17F,ARTH,1.0,1,53,10.0
2018,18F,ARTH,1.0,1,39,10.0
2019,19F,ARTH,1.0,1,30,11.0
2011,11W,ARTH,2.0,1,57,10.0
2012,12W,ARTH,2.0,1,63,10.0
2013,13W,ARTH,2.0,1,38,10.0
2014,14W,ARTH,2.0,1,30,11.0
2015,15W,ARTH,2.0,1,42,9.0
2016,16W,ARTH,2.0,1,42,10.0
2017,17W,ARTH,2.0,1,27,11.0
2019,19W,ARTH,2.0,1,23,10.0
2012,12S,ARTH,4.0,1,48,10.0
2014,14S,ARTH,4.0,1,43,11.0
2016,16S,ARTH,4.0,1,43,9.0
2018,18S,ARTH,4.0,1,44,10.0
2018,18W,ARTH,5.0,1,28,11.0
2020,20W,ARTH,5.0,1,22,11.0
2011,11S,ARTH,7.0,1,16,10.0
2012,12W,ARTH,7.0,1,15,11.0
2012,12S,ARTH,7.0,1,16,11.0
2013,13W,ARTH,7.0,1,16,10.5
2013,13S,ARTH,7.0,1,16,12.0
2014,14W,ARTH,7.0,1,16,12.0
2014,14S,ARTH,7.0,1,14,11.0
2011,11S,ARTH,10.0,1,15,12.0
2012,12S,ARTH,10.0,1,15,11.0
2013,13S,ARTH,10.0,1,15,11.0
2014,14S,ARTH,10.0,1,16,11.0
2015,15S,ARTH,10.0,1,14,12.0
2016,16S,ARTH,10.0,1,14,12.0
2017,17S,ARTH,10.0,1,11,12.0
2011,11S,ARTH,11.0,1,15,12.0
2012,12S,ARTH,11.0,1,15,10.0
2013,13S,ARTH,11.0,1,15,11.0
2014,14S,ARTH,11.0,1,16,11.0
2015,15S,ARTH,11.0,1,14,11.0
2016,16S,ARTH,11.0,1,14,11.0
2017,17S,ARTH,11.0,1,11,11.0
2011,11S,ARTH,12.0,1,15,12.0
2012,12S,ARTH,12.0,1,15,11.0
2013,13S,ARTH,12.0,1,15,12.0
2014,14S,ARTH,12.0,1,16,12.0
2015,15S,ARTH,12.0,1,14,11.0
2016,16S,ARTH,12.0,1,13,12.0
2017,17S,ARTH,12.0,1,11,11.0
2014,14X,ARTH,13.0,1,13,11.0
2011,11W,ARTH,16.0,1,26,10.0
2011,11S,ARTH,16.0,2,24,10.5
2012,12W,ARTH,16.0,1,19,12.0
2012,12S,ARTH,16.0,1,15,12.0
2012,12F,ARTH,16.0,1,10,11.0
2013,13W,ARTH,16.0,2,43,11.0
2013,13S,ARTH,16.0,2,24,10.5
2013,13X,ARTH,16.0,1,45,10.0
2013,13F,ARTH,16.0,1,12,11.0
2011,11S,ARTH,17.0,2,68,10.0
2012,12S,ARTH,17.0,1,21,11.0
2012,12F,ARTH,17.0,1,13,10.0
2013,13W,ARTH,17.0,1,19,11.0
2013,13S,ARTH,17.0,1,19,11.0
2013,13F,ARTH,17.0,1,15,11.0
2011,11W,ARTH,20.0,1,19,11.0
2011,11F,ARTH,20.0,1,35,10.0
2013,13S,ARTH,20.0,1,29,11.0
2014,14W,ARTH,20.0,1,25,10.0
2015,15S,ARTH,20.0,1,24,10.5
2017,17W,ARTH,20.0,1,11,11.0
2011,11W,ARTH,21.0,1,10,10.5
2011,11F,ARTH,21.0,1,18,11.0
2013,13F,ARTH,21.0,1,31,11.0
2015,15W,ARTH,21.0,1,15,10.0
2012,12W,ARTH,25.0,1,13,11.0
2016,16W,ARTH,25.0,1,12,11.0
2013,13S,ARTH,32.0,1,17,11.0
2014,14S,ARTH,33.0,1,13,11.0
2017,17X,ARTH,34.0,1,13,11.0
2014,14S,ARTH,35.0,1,17,11.0
2016,16X,ARTH,35.0,1,16,11.0
2011,11F,ARTH,36.0,1,35,11.0
2012,12F,ARTH,42.0,1,21,10.0
2014,14F,ARTH,42.0,1,14,9.0
2017,17W,ARTH,42.0,1,10,10.0
2012,12W,ARTH,43.0,1,10,11.0
2014,14S,ARTH,45.0,1,13,10.0
2016,16W,ARTH,45.0,1,10,10.0
2015,15S,ARTH,46.0,1,10,10.0
2014,14F,ARTH,48.0,1,13,12.0
2016,16W,ARTH,48.0,1,20,11.0
2013,13F,ARTH,49.0,1,29,11.0
2016,16S,ARTH,49.0,1,22,11.0
2015,15S,ARTH,50.0,1,35,11.0
2017,17S,ARTH,50.0,1,36,11.0
2012,12F,ARTH,51.0,1,21,11.0
2015,15W,ARTH,51.0,1,32,10.0
2012,12S,ARTH,52.0,1,47,10.0
2013,13W,ARTH,52.0,1,45,10.0
2015,15S,ARTH,52.0,1,49,10.0
2016,16W,ARTH,52.0,1,43,10.0
2017,17S,ARTH,52.0,1,26,10.0
2014,14S,ARTH,53.0,1,17,11.0
2011,11X,ARTH,59.0,1,42,10.0
2012,12X,ARTH,59.0,1,46,9.0
2014,14X,ARTH,59.0,1,24,10.5
2017,17S,ARTH,59.0,1,27,10.0
2011,11S,ARTH,60.0,1,12,10.0
2012,12S,ARTH,61.0,1,16,12.0
2013,13S,ARTH,61.0,1,10,11.0
2014,14W,ARTH,61.0,1,11,11.0
2015,15X,ARTH,62.0,1,54,11.0
2016,16F,ARTH,62.0,1,39,11.0
2011,11W,ARTH,63.0,1,15,10.0
2013,13W,ARTH,63.0,1,14,10.0
2015,15S,ARTH,63.0,1,18,10.0
2017,17W,ARTH,63.0,1,11,11.0
2014,14S,ARTH,64.0,1,10,10.5
2017,17S,ARTH,64.0,1,13,11.0
2012,12W,ARTH,65.0,1,25,10.0
2013,13S,ARTH,65.0,1,19,11.0
2015,15W,ARTH,65.0,1,14,11.0
2015,15X,ARTH,65.0,1,35,10.0
2011,11W,ARTH,67.0,1,13,12.0
2012,12F,ARTH,67.0,1,21,11.0
2014,14W,ARTH,67.0,1,14,11.0
2016,16S,ARTH,67.0,1,16,11.0
2015,15W,ARTH,7.02,1,15,12.0
2017,17W,ARTH,7.02,1,16,11.0
2018,18S,ARTH,7.02,1,16,12.0
2016,16W,ARTH,7.05,1,16,10.0
2018,18W,ARTH,7.05,1,16,10.5
2019,19W,ARTH,7.05,1,16,11.0
2020,20W,ARTH,7.05,1,16,11.0
2015,15S,ARTH,7.08,1,16,11.0
2016,16S,ARTH,7.1,1,16,10.5
2017,17S,ARTH,7.1,1,16,11.0
2011,11F,ARTH,70.0,1,18,10.5
2016,16F,ARTH,70.0,1,15,11.0
2012,12S,ARTH,71.0,1,23,10.0
2015,15W,ARTH,71.0,1,17,11.0
2015,15S,ARTH,72.0,1,12,11.0
2011,11S,ARTH,75.0,1,21,10.0
2016,16S,ARTH,76.0,1,19,11.0
2012,12S,ARTH,82.0,1,13,11.0
2012,12F,ARTH,83.0,1,12,11.0
2011,11F,ARTH,85.0,1,10,11.0
2018,18S,ARTH,10.01,1,21,11.0
2018,18X,ARTH,10.01,1,14,11.0
2019,19F,ARTH,10.01,1,18,11.0
2018,18F,ARTH,10.03,1,21,11.0
2017,17F,ARTH,11.01,1,17,11.0
2019,19W,ARTH,11.01,1,29,11.0
2019,19F,ARTH,11.01,1,11,11.0
2018,18W,ARTH,12.01,1,10,11.0
2018,18S,ARTH,13.01,1,18,11.0
2019,19S,ARTH,15.01,1,22,11.0
2014,14F,ARTH,16.03,1,39,10.0
2015,15F,ARTH,16.19,1,20,12.0
2015,15F,ARTH,16.2,1,41,11.0
2017,17W,ARTH,16.2,1,31,11.0
2016,16W,ARTH,16.22,1,10,10.5
2016,16F,ARTH,16.22,1,22,10.5
2016,16S,ARTH,16.23,1,25,11.0
2016,16F,ARTH,16.24,1,36,10.0
2017,17S,ARTH,16.25,1,10,11.5
2014,14F,ARTH,17.04,1,15,11.0
2015,15F,ARTH,17.05,1,13,11.0
2017,17W,ARTH,17.08,1,13,11.0
2015,15F,ARTH,17.09,1,12,12.0
2015,15W,ARTH,17.11,1,11,11.0
2015,15F,ARTH,17.13,1,10,12.0
2017,17S,ARTH,17.16,1,24,12.0
2019,19S,ARTH,26.01,1,14,11.0
2019,19S,ARTH,26.02,1,14,11.5
2019,19S,ARTH,26.03,1,14,12.0
2018,18S,ARTH,28.02,1,23,11.0
2020,20W,ARTH,28.08,1,22,11.0
2018,18F,ARTH,38.01,1,27,11.0
2019,19F,ARTH,38.01,1,26,11.0
2019,19W,ARTH,38.03,1,20,12.0
2018,18F,ARTH,40.01,1,16,12.0
2018,18S,ARTH,40.02,1,20,11.5
2018,18W,ARTH,40.03,1,16,11.0
2017,17F,ARTH,40.05,1,14,11.0
2018,18S,ARTH,41.01,1,20,11.0
2019,19W,ARTH,41.03,1,11,11.0
2019,19X,ARTH,41.03,1,17,11.0
2019,19S,ARTH,41.04,1,25,11.0
2017,17F,ARTH,42.01,1,15,11.0
2020,20W,ARTH,47.02,1,17,10.0
2017,17F,ARTH,47.03,1,28,10.0
2019,19X,ARTH,47.03,1,22,10.5
2018,18S,ARTH,48.02,1,14,10.0
2018,18W,ARTH,48.03,1,20,10.0
2018,18F,ARTH,48.05,1,27,12.0
2019,19S,ARTH,48.06,1,19,11.0
2019,19W,ARTH,48.08,1,11,11.0
2019,19S,ARTH,61.71,1,13,12.0
2019,19S,ARTH,62.2,1,18,11.0
2017,17F,ARTH,62.3,1,23,10.0
2019,19W,ARTH,62.3,1,10,11.0
2018,18S,ARTH,63.01,1,10,12.0
2018,18X,ARTH,63.13,1,14,11.0
2020,20W,ARTH,63.13,1,13,11.0
2019,19F,ARTH,63.71,1,28,11.5
2019,19F,ARTH,63.73,1,19,12.0
2018,18S,ARTH,81.02,1,13,11.0
2018,18F,ARTH,89.03,1,10,11.0
2020,20W,ASCL,1.01,1,25,11.0
2019,19W,ASCL,7.02,1,14,12.0
2020,20W,ASCL,7.02,2,29,11.5
2019,19S,ASCL,10.01,1,50,11.0
2019,19W,ASCL,10.02,1,20,11.0
2019,19F,ASCL,10.02,1,18,12.0
2019,19S,ASCL,10.03,1,48,11.0
2020,20W,ASCL,51.01,1,39,11.0
2019,19F,ASCL,51.03,1,55,11.0
2020,20W,ASCL,51.04,1,29,12.0
2019,19F,ASCL,54.09,2,54,10.5
2019,19W,ASCL,55.01,1,15,11.0
2020,20W,ASCL,59.01,1,11,12.0
2020,20W,ASCL,59.02,1,11,11.0
2020,20W,ASCL,59.03,1,11,10.0
2018,18F,ASCL,60.05,1,34,12.0
2020,20W,ASCL,60.05,1,12,12.0
2019,19X,ASCL,60.07,1,14,12.0
2020,20W,ASCL,60.2,1,22,12.0
2019,19X,ASCL,60.24,1,24,11.0
2020,20W,ASCL,60.25,1,16,11.0
2019,19S,ASCL,60.92,1,12,12.0
2018,18F,ASCL,61.01,1,27,11.0
2019,19F,ASCL,61.01,1,19,11.0
2020,20W,ASCL,61.06,1,17,11.0
2019,19W,ASCL,62.01,1,18,11.0
2019,19X,ASCL,62.01,1,16,12.0
2020,20W,ASCL,62.01,1,15,11.0
2019,19S,ASCL,62.06,1,31,12.0
2019,19S,ASCL,62.08,1,18,11.0
2019,19W,ASCL,64.03,1,19,11.0
2019,19W,ASCL,64.05,1,11,12.0
2019,19X,ASCL,64.05,1,19,11.0
2019,19X,ASCL,67.01,1,24,10.0
2018,18F,ASCL,70.01,1,27,11.0
2019,19F,ASCL,70.01,1,26,11.0
2019,19W,ASCL,70.02,1,20,12.0
2019,19S,ASCL,70.07,1,25,12.0
2018,18F,ASCL,70.09,1,34,12.0
2019,19F,ASCL,70.16,1,37,11.0
2019,19S,ASCL,70.17,1,21,12.0
2019,19S,ASCL,70.18,1,17,11.0
2020,20W,ASCL,70.2,1,38,12.0
2011,11S,ASTR,1.0,1,98,10.0
2011,11X,ASTR,1.0,1,51,11.0
2012,12S,ASTR,1.0,1,41,11.0
2013,13S,ASTR,1.0,1,44,11.0
2013,13X,ASTR,1.0,1,43,11.0
2014,14S,ASTR,1.0,1,70,10.0
2014,14X,ASTR,1.0,1,60,11.0
2015,15S,ASTR,1.0,1,62,10.0
2015,15X,ASTR,1.0,1,22,10.0
2016,16S,ASTR,1.0,1,94,10.5
2016,16X,ASTR,1.0,1,41,11.0
2017,17S,ASTR,1.0,1,120,10.0
2017,17X,ASTR,1.0,1,75,10.0
2018,18S,ASTR,1.0,1,115,11.0
2018,18X,ASTR,1.0,1,47,12.0
2019,19S,ASTR,1.0,1,144,11.0
2019,19X,ASTR,1.0,1,115,10.0
2011,11X,ASTR,2.0,1,73,11.0
2011,11F,ASTR,2.0,1,59,10.0
2012,12X,ASTR,2.0,2,116,11.5
2012,12F,ASTR,2.0,1,41,10.0
2013,13X,ASTR,2.0,1,67,12.0
2013,13F,ASTR,2.0,1,43,10.0
2014,14X,ASTR,2.0,1,81,12.0
2014,14F,ASTR,2.0,1,36,9.0
2015,15X,ASTR,2.0,1,114,12.0
2015,15F,ASTR,2.0,1,33,10.0
2016,16X,ASTR,2.0,1,156,12.0
2016,16F,ASTR,2.0,1,55,11.0
2017,17X,ASTR,2.0,1,165,12.0
2017,17F,ASTR,2.0,1,67,10.0
2018,18X,ASTR,2.0,1,191,12.0
2018,18F,ASTR,2.0,1,74,10.0
2019,19X,ASTR,2.0,1,84,11.0
2019,19F,ASTR,2.0,1,44,11.0
2011,11X,ASTR,3.0,1,126,10.0
2011,11F,ASTR,3.0,1,59,10.0
2012,12X,ASTR,3.0,2,156,11.0
2012,12F,ASTR,3.0,1,41,10.0
2013,13X,ASTR,3.0,1,112,11.0
2013,13F,ASTR,3.0,1,43,10.0
2014,14X,ASTR,3.0,1,46,11.0
2014,14F,ASTR,3.0,1,18,10.0
2015,15X,ASTR,3.0,1,87,11.0
2015,15F,ASTR,3.0,1,18,11.0
2016,16X,ASTR,3.0,1,64,10.0
2016,16F,ASTR,3.0,1,29,10.0
2017,17X,ASTR,3.0,1,42,11.0
2017,17F,ASTR,3.0,1,16,11.0
2018,18F,ASTR,3.0,1,29,11.0
2019,19F,ASTR,3.0,1,30,11.0
2011,11S,ASTR,15.0,1,14,10.5
